0,1,2,3,4,5,6,7,8,9,10
5,8,171,0,16.9,0,0,0,0,0,99
5,8,172,0,16.2,0,0,0,0,0,99
5,8,173,0,15.5,0,0,0,0,0,99
5,8,174,0,15.2,0,0,0,0,0,101
5,8,175,0,15.3,12.67,162.4373734,56.74672794,4.767,4.767,100
5,8,176,0,15.8,78,46.8,46.8,46.8,46.8,100
5,8,177,0,16.7,249.53,336.6524787,105.836134,82.453,82.453,100
5,8,178,0,18.1,244,146.4,146.4,146.4,146.4,92
5,8,179,0,19.8,532.54,382.7021142,208.4379339,170.254,170.254,81
5,8,180,0,21.6,642.71,345.8493067,267.2118361,202.771,202.771,68
5,8,181,0,23.4,708.08,270.1820715,301.0752678,220.808,220.808,57
5,8,182,0,24.9,922.21,227.721,355.443679,315.9492993,227.721,47
5,8,183,0,26.1,675.11,205.011,274.7675264,368.0269301,205.011,39
5,8,184,0,26.6,318,190.8,190.8,190.8,190.8,36
5,8,185,0,26.2,461.08,133.108,140.0019498,472.1336296,133.108,37
5,8,186,0,25.1,303.38,80.838,119.6231309,475.2282403,80.838,40
5,8,187,0,23.8,54,32.4,32.4,32.4,32.4,46
5,8,188,0,22.7,6,3.6,3.6,3.6,3.6,53
5,8,189,0,22.2,0,0,0,0,0,60
5,8,190,0,22.3,0,0,0,0,0,67
5,8,191,0,22,0,0,0,0,0,73
5,9,192,0,21.2,0,0,0,0,0,79
5,9,193,0,20.3,0,0,0,0,0,83
5,9,194,0,19.5,0,0,0,0,0,87
5,9,195,0,19.2,0,0,0,0,0,89
5,9,196,0,19.2,0,0,0,0,0,90
5,9,197,0,19.1,0,0,0,0,0,89
5,9,198,0,19,0,0,0,0,0,88
5,9,199,0,18.9,5,3,3,3,3,85
5,9,200,0,18.9,35,21,21,21,21,83
5,9,201,0,18.8,71,42.6,42.6,42.6,42.6,80
5,9,202,0,18.8,109,65.4,65.4,65.4,65.4,77
5,9,203,0,18.8,144,86.4,86.4,86.4,86.4,75
5,9,204,0,18.9,170,102,102,102,102,74
5,9,205,0,18.9,184,110.4,110.4,110.4,110.4,73
5,9,206,0,19,184,110.4,110.4,110.4,110.4,73
5,9,207,0,19,169,101.4,101.4,101.4,101.4,75
5,9,208,0,18.7,142,85.2,85.2,85.2,85.2,78
5,9,209,0,17.9,107,64.2,64.2,64.2,64.2,81
5,9,210,0,16.9,69,41.4,41.4,41.4,41.4,86
5,9,211,0,16.1,33,19.8,19.8,19.8,19.8,90
5,9,212,0,15.7,3,1.8,1.8,1.8,1.8,93
5,9,213,0,15.8,0,0,0,0,0,96
5,9,214,0,15.9,0,0,0,0,0,98
5,9,215,0,15.8,0,0,0,0,0,98
5,10,216,0,15.7,0,0,0,0,0,97
5,10,217,0,15.5,0,0,0,0,0,96
5,10,218,0,15.2,0,0,0,0,0,95
5,10,219,0,15,0,0,0,0,0,94
5,10,220,0,14.8,0,0,0,0,0,93
5,10,221,0,14.6,0,0,0,0,0,93
5,10,222,0,14.6,0,0,0,0,0,93
5,10,223,0,14.7,6,3.6,3.6,3.6,3.6,93
5,10,224,0,15.1,41,24.6,24.6,24.6,24.6,93
5,10,225,0,15.4,83,49.8,49.8,49.8,49.8,93
5,10,226,0,15.7,128,76.8,76.8,76.8,76.8,93
5,10,227,0,15.9,168,100.8,100.8,100.8,100.8,93
5,10,228,0,16.1,199,119.4,119.4,119.4,119.4,92
5,10,229,0,16.4,216,129.6,129.6,129.6,129.6,92
5,10,230,0,16.8,215,129,129,129,129,91
5,10,231,0,17.4,198,118.8,118.8,118.8,118.8,90
5,10,232,0,18.1,166,99.6,99.6,99.6,99.6,89
5,10,233,0,18.8,125,75,75,75,75,88
5,10,234,0,19.1,81,48.6,48.6,48.6,48.6,87
5,10,235,0,18.9,39,23.4,23.4,23.4,23.4,86
5,10,236,0,18.4,4,2.4,2.4,2.4,2.4,86
5,10,237,0,17.9,0,0,0,0,0,86
5,10,238,0,17.4,0,0,0,0,0,87
5,10,239,0,17.1,0,0,0,0,0,89
5,11,240,0,16.8,0,0,0,0,0,91
5,11,241,0,16.5,0,0,0,0,0,93
5,11,242,0,16.4,0,0,0,0,0,96
5,11,243,0,16.2,0,0,0,0,0,98
5,11,244,0,16,0,0,0,0,0,99
5,11,245,0,15.9,0,0,0,0,0,100
5,11,246,0,15.9,0,0,0,0,0,100
5,11,247,0,16.1,28.35,227.8580254,86.36786712,12.335,12.335,101
5,11,248,0,16.5,210.58,387.7147807,151.1132508,84.558,84.558,100
5,11,249,0,17.1,440.92,516.3043512,208.8842399,172.092,172.092,98
5,11,250,0,17.8,218,130.8,130.8,130.8,130.8,94
5,11,251,0,18.6,287,172.2,172.2,172.2,172.2,88
5,11,252,0,19.5,339,203.4,203.4,203.4,203.4,82
5,11,253,0,20.5,367,220.2,220.2,220.2,220.2,76
5,11,254,0,21.5,367,220.2,220.2,220.2,220.2,70
5,11,255,0,22.7,337,202.2,202.2,202.2,202.2,65
5,11,256,0,23.9,987.26,352.726,403.9040217,700.5627593,352.726,61
5,11,257,0,24.4,214,128.4,128.4,128.4,128.4,59
5,11,258,0,24.1,454.69,169.469,214.350529,566.1148075,169.469,58
5,11,259,0,23.2,67,40.2,40.2,40.2,40.2,58
5,11,260,0,22.1,7,4.2,4.2,4.2,4.2,60
5,11,261,0,21,0,0,0,0,0,63
5,11,262,0,20,0,0,0,0,0,66
5,11,263,0,19.2,0,0,0,0,0,71
5,12,264,0,18.5,0,0,0,0,0,76
5,12,265,0,17.9,0,0,0,0,0,81
5,12,266,0,17.3,0,0,0,0,0,86
5,12,267,0,16.6,0,0,0,0,0,90
5,12,268,0,15.9,0,0,0,0,0,94
5,12,269,0,15.3,0,0,0,0,0,96
5,12,270,0,15.1,0,0,0,0,0,97
5,12,271,0,15.4,18.13,269.8010216,97.01879744,4.813,4.813,96
5,12,272,0,16.2,100,60,60,60,60,93
5,12,273,0,17.4,303.97,492.0689853,115.2737631,67.897,67.897,87
5,12,274,0,18.8,481.81,547.7092355,87.2761425,85.181,85.181,79
